"column_record_id","record_scope","report_catalog_index","report_title","report_subject_area","report_path","column_index","column_source","column_xml_type","column_id","column_name","report_display_name","table_heading","column_heading","formula_type","formula","bin_rule_count","definition_catalog_index","definition_name","definition_table_heading","definition_column_heading","definition_path","is_resolved","is_referenced"
"C86","report_column",47,"UCD Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCD Risk Management Report",5,"inline","regularColumn","c4bd0ce8049e7404a","""Location"".""Location Code""","""Location"".""Location Code""",,,"sqlExpression","""Location"".""Location Code""",0,,,,,,,
"C87","report_column",47,"UCD Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCD Risk Management Report",6,"inline","regularColumn","c3fbb3c640afacc26","""Bibliographic Details"".""Resource Type""","""Bibliographic Details"".""Resource Type""",,,"sqlExpression","""Bibliographic Details"".""Resource Type""",0,,,,,,,
"C88","report_column",47,"UCD Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCD Risk Management Report",7,"saved_reference","savedRegularColumnRef","c58d561c93b74bb3b","Count of Physical Holdings","Count of Physical Holdings",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Holdings",FALSE,
"C89","report_column",51,"UCB Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB Check-Out Type Categorization Report",1,"inline","regularColumn","c17e17e501ce87f05","""Institution"".""Institution Name""","""Institution"".""Institution Name""",,,"sqlExpression","""Institution"".""Institution Name""",0,,,,,,,
"C90","report_column",51,"UCB Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB Check-Out Type Categorization Report",2,"saved_reference","savedRegularColumnRef","c7ee0cd1184af9908","UCB Check-Out Type","UCB Check-Out Type",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCB Check-Out Type",FALSE,
"C91","report_column",51,"UCB Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB Check-Out Type Categorization Report",3,"inline","regularColumn","cfc84f6d81af621a3","""Item Location at Time of Loan"".""Library Name""","""Item Location at Time of Loan"".""Library Name""",,,"sqlExpression","""Item Location at Time of Loan"".""Library Name""",0,,,,,,,
"C92","report_column",51,"UCB Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB Check-Out Type Categorization Report",4,"inline","regularColumn","cf9c8876bf49acbab","""Item Location at Time of Loan"".""Library Code""","""Item Location at Time of Loan"".""Library Code""",,,"sqlExpression","""Item Location at Time of Loan"".""Library Code""",0,,,,,,,
"C93","report_column",51,"UCB Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB Check-Out Type Categorization Report",5,"inline","regularColumn","c1948351123828437","""Item Location at Time of Loan"".""Location Name""","""Item Location at Time of Loan"".""Location Name""",,,"sqlExpression","""Item Location at Time of Loan"".""Location Name""",0,,,,,,,
"C94","report_column",51,"UCB Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB Check-Out Type Categorization Report",6,"inline","regularColumn","c4f1b4ee883efae40","""Item Location at Time of Loan"".""Location Code""","""Item Location at Time of Loan"".""Location Code""",,,"sqlExpression","""Item Location at Time of Loan"".""Location Code""",0,,,,,,,
"C95","report_column",51,"UCB Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB Check-Out Type Categorization Report",7,"saved_reference","savedRegularColumnRef","cac46e3a38d77cd15","FY 2025-26 Loans (Not In House)","FY 2025-26 Loans (Not In House)",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/FY 2025-26 Loans (Not In House)",FALSE,
"C96","report_column",52,"UCD eResources Library Categorization Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCD eResources Library Categorization Report",1,"inline","regularColumn","c2a53da92d15619df","""Institution"".""Institution Name""","""Institution"".""Institution Name""",,,"sqlExpression","""Institution"".""Institution Name""",0,,,,,,,
"C97","report_column",52,"UCD eResources Library Categorization Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCD eResources Library Categorization Report",2,"saved_reference","savedRegularColumnRef","c93c38f9d46dde768","eResources Library Stats Category","Electronic - Global Stats Electronic Library Categories",,,"binned","""Portfolio Library Unit"".""Library Name""",4,24,"Electronic - Global Stats Electronic Library Categories","UCOP Stats","eResources Library Stats Category","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic Library Categories",TRUE,
"C98","report_column",52,"UCD eResources Library Categorization Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCD eResources Library Categorization Report",3,"inline","regularColumn","c16b804d4f2a9bfed","""Portfolio Library Unit"".""Library Name""","""Portfolio Library Unit"".""Library Name""",,,"sqlExpression","""Portfolio Library Unit"".""Library Name""",0,,,,,,,
"C99","report_column",52,"UCD eResources Library Categorization Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCD eResources Library Categorization Report",4,"inline","regularColumn","c9a2b1a7e8a8fa595","""Portfolio Library Unit"".""Library Code""","""Portfolio Library Unit"".""Library Code""",,,"sqlExpression","""Portfolio Library Unit"".""Library Code""",0,,,,,,,
"C100","report_column",55,"UCD Library categorization report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCD Library categorization report",1,"saved_reference","savedRegularColumnRef","c21b2e4b70db7edf9","campus designator","campus designator",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCD SLF/campus designator",FALSE,
"C101","report_column",55,"UCD Library categorization report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCD Library categorization report",2,"saved_reference","savedRegularColumnRef","c2798a8e7f608032b","UCD Library Stats Category","UCD Library Stats Category",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCD Library Stats Category",FALSE,
"C102","report_column",55,"UCD Library categorization report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCD Library categorization report",3,"inline","regularColumn","cda1deb08987e1fa6","""Location"".""Library Name""","""Location"".""Library Name""",,,"sqlExpression","""Location"".""Library Name""",0,,,,,,,
"C103","report_column",55,"UCD Library categorization report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCD Library categorization report",4,"inline","regularColumn","cadaf9cc700ae3f42","""Location"".""Library Code""","""Location"".""Library Code""",,,"sqlExpression","""Location"".""Library Code""",0,,,,,,,
"C104","report_column",55,"UCD Library categorization report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCD Library categorization report",5,"inline","regularColumn","c5afc6e62fd22fed4","""Location"".""Location Name""","""Location"".""Location Name""",,,"sqlExpression","""Location"".""Location Name""",0,,,,,,,
"C105","report_column",55,"UCD Library categorization report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCD Library categorization report",6,"inline","regularColumn","c4bd0ce8049e7404a","""Location"".""Location Code""","""Location"".""Location Code""",,,"sqlExpression","""Location"".""Location Code""",0,,,,,,,
"C106","report_column",55,"UCD Library categorization report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCD Library categorization report",7,"saved_reference","savedRegularColumnRef","c58d561c93b74bb3b","Count of Physical Holdings","Count of Physical Holdings",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Holdings",FALSE,
"C107","report_column",55,"UCD Library categorization report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCD Library categorization report",8,"saved_reference","savedRegularColumnRef","cffeca8ebc78e9327","Count of Physical Titles","Count of Physical Titles",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Titles",FALSE,
"C108","report_column",56,"UCD eResources Comparison Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCD eResources Comparison Report",1,"saved_reference","savedRegularColumnRef","cf74c7a251dc67143","eResources include/exclude designator","excluded designator",,,"binned","""Electronic Collection"".""Electronic Collection Interface Name""",33,7,"Electronic - Global Stats Electronic included/excluded designator","Electronic Collection","eResources include/exclude designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic included/excluded designator",TRUE,
"C109","report_column",56,"UCD eResources Comparison Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCD eResources Comparison Report",2,"saved_reference","savedRegularColumnRef","c8a022155aed0f0c2","UCD eResources Managed By designator","Electronic - UCD eResources Managed By designator",,,"binned","""Institution"".""Institution Name""",3,100,"Electronic - UCD eResources Managed By designator","Institution","UCD eResources Managed By designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - UCD eResources Managed By designator",TRUE,
"C110","report_column",56,"UCD eResources Comparison Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCD eResources Comparison Report",3,"saved_reference","savedRegularColumnRef","c36a5b245db236eab","eResources Library Stats Category","Electronic - Global Stats Electronic Library Categories",,,"binned","""Portfolio Library Unit"".""Library Name""",4,24,"Electronic - Global Stats Electronic Library Categories","UCOP Stats","eResources Library Stats Category","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic Library Categories",TRUE,
"C111","report_column",56,"UCD eResources Comparison Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCD eResources Comparison Report",4,"inline","regularColumn","c2561f7702069cbe0","""Electronic Collection"".""Electronic Collection Interface Name""","""Electronic Collection"".""Electronic Collection Interface Name""",,,"sqlExpression","""Electronic Collection"".""Electronic Collection Interface Name""",0,,,,,,,
"C112","report_column",56,"UCD eResources Comparison Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCD eResources Comparison Report",5,"saved_reference","savedRegularColumnRef","cd040aaf855b113e6","Holdings","Electronic - Count of Electronic Holdings",,,"sqlExpression","COUNT(DISTINCT ""Portfolio"".""Portfolio Id"")",0,1,"Electronic - Count of Electronic Holdings","Portfolio","Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Holdings",TRUE,
"C113","report_column",56,"UCD eResources Comparison Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCD eResources Comparison Report",6,"saved_reference","savedRegularColumnRef","c29ba20f3074788c6","Titles","Electronic - Count of Electronic Titles",,,"sqlExpression","COUNT(DISTINCT ""Bibliographic Details"".""MMS Id"")",0,2,"Electronic - Count of Electronic Titles","Bibliographic Details","Titles","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Titles",TRUE,
"C114","report_column",60,"UCB User Group Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB User Group Categorization Report",1,"inline","regularColumn","cb18fc9e7ed5e320d","""Institution"".""Institution Name""","""Institution"".""Institution Name""",,,"sqlExpression","""Institution"".""Institution Name""",0,,,,,,,
"C115","report_column",60,"UCB User Group Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB User Group Categorization Report",2,"saved_reference","savedRegularColumnRef","c637d2fefda1719f3","UCB User Group","UCB User Group",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCB User Group",FALSE,
"C116","report_column",60,"UCB User Group Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB User Group Categorization Report",3,"inline","regularColumn","cc12e2f6a85a8127f","""Borrower Details"".""User Group""","""Borrower Details"".""User Group""",,,"sqlExpression","""Borrower Details"".""User Group""",0,,,,,,,
"C117","report_column",65,"UCD Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCD Electronic Holdings and Titles Report",1,"saved_reference","savedRegularColumnRef","cf74c7a251dc67143","eResources include/exclude designator","excluded designator",,,"binned","""Electronic Collection"".""Electronic Collection Interface Name""",33,7,"Electronic - Global Stats Electronic included/excluded designator","Electronic Collection","eResources include/exclude designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic included/excluded designator",TRUE,
"C118","report_column",65,"UCD Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCD Electronic Holdings and Titles Report",2,"saved_reference","savedRegularColumnRef","c8a022155aed0f0c2","UCD eResources Managed By designator","Electronic - UCD eResources Managed By designator",,,"binned","""Institution"".""Institution Name""",3,100,"Electronic - UCD eResources Managed By designator","Institution","UCD eResources Managed By designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - UCD eResources Managed By designator",TRUE,
"C119","report_column",65,"UCD Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCD Electronic Holdings and Titles Report",3,"saved_reference","savedRegularColumnRef","c36a5b245db236eab","eResources Library Stats Category","Electronic - Global Stats Electronic Library Categories",,,"binned","""Portfolio Library Unit"".""Library Name""",4,24,"Electronic - Global Stats Electronic Library Categories","UCOP Stats","eResources Library Stats Category","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic Library Categories",TRUE,
"C120","report_column",65,"UCD Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCD Electronic Holdings and Titles Report",4,"inline","regularColumn","c30a5d9e17875098b","""Bibliographic Details"".""Resource Type""","""Bibliographic Details"".""Resource Type""",,,"sqlExpression","""Bibliographic Details"".""Resource Type""",0,,,,,,,
"C121","report_column",65,"UCD Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCD Electronic Holdings and Titles Report",5,"saved_reference","savedRegularColumnRef","cd040aaf855b113e6","Holdings","Electronic - Count of Electronic Holdings",,,"sqlExpression","COUNT(DISTINCT ""Portfolio"".""Portfolio Id"")",0,1,"Electronic - Count of Electronic Holdings","Portfolio","Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Holdings",TRUE,
"C122","report_column",65,"UCD Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCD Electronic Holdings and Titles Report",6,"saved_reference","savedRegularColumnRef","c29ba20f3074788c6","Titles","Electronic - Count of Electronic Titles",,,"sqlExpression","COUNT(DISTINCT ""Bibliographic Details"".""MMS Id"")",0,2,"Electronic - Count of Electronic Titles","Bibliographic Details","Titles","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Titles",TRUE,
"C123","report_column",66,"UCI Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCI Physical Collection Usage",1,"saved_reference","savedRegularColumnRef","c6c3d3224ecec9695","Fulfillment Institution","Fulfillment - Fulfillment Institution",,,"binned","""Institution"".""Institution Name""",12,224,"Fulfillment - Fulfillment Institution","Institution","Fulfillment Institution","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - Fulfillment Institution",TRUE,
"C124","report_column",66,"UCI Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCI Physical Collection Usage",2,"saved_reference","savedRegularColumnRef","cf1a50928b13048ca","UCI Library Stats Category","Physical - UCI Library Stats Category",,,"binned","""Location"".""Library Code""",7,277,"Physical - UCI Library Stats Category","Location","UCI Library Stats Category","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Library Stats Category",TRUE,
"C125","report_column",66,"UCI Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCI Physical Collection Usage",3,"inline","regularColumn","c137daef7b8cee34c","""Item Location at Time of Loan"".""Library Name""","""Item Location at Time of Loan"".""Library Name""",,,"sqlExpression","""Item Location at Time of Loan"".""Library Name""",0,,,,,,,
"C126","report_column",66,"UCI Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCI Physical Collection Usage",4,"inline","regularColumn","ca3a8aee495cce00b","""Item Location at Time of Loan"".""Library Code""","""Item Location at Time of Loan"".""Library Code""",,,"sqlExpression","""Item Location at Time of Loan"".""Library Code""",0,,,,,,,
"C127","report_column",66,"UCI Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCI Physical Collection Usage",5,"inline","regularColumn","ccf9b236569d58205","""Item Location at Time of Loan"".""Location Name""","""Item Location at Time of Loan"".""Location Name""",,,"sqlExpression","""Item Location at Time of Loan"".""Location Name""",0,,,,,,,
"C128","report_column",66,"UCI Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCI Physical Collection Usage",6,"inline","regularColumn","c24d3cce65a7e222f","""Item Location at Time of Loan"".""Location Code""","""Item Location at Time of Loan"".""Location Code""",,,"sqlExpression","""Item Location at Time of Loan"".""Location Code""",0,,,,,,,
"C129","report_column",66,"UCI Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCI Physical Collection Usage",7,"saved_reference","savedRegularColumnRef","cab81dbc649b31702","UCI Check-Out Type","Fulfillment - UCI Check-Out Type",,,"binned","""Item Location at Time of Loan"".""Location Code""",7,242,"Fulfillment - UCI Check-Out Type","Item Location at Time of Loan","UCI Check-Out Type","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCI Check-Out Type",TRUE,
"C130","report_column",66,"UCI Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCI Physical Collection Usage",8,"saved_reference","savedRegularColumnRef","c74465b29644361e6","Alma User Group","Fulfillment - Alma User Group",,,"sqlExpression","""Borrower Details"".""User Group""",0,222,"Fulfillment - Alma User Group","Borrower Details","Alma User Group","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - Alma User Group",TRUE,
"C131","report_column",66,"UCI Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCI Physical Collection Usage",9,"saved_reference","savedRegularColumnRef","c401d7507fc37bf6c","UCI User Group (for reporting)","Fulfillment - UCI User Group",,,"binned","""Borrower Details"".""User Group""",10,244,"Fulfillment - UCI User Group","Borrower Details","UCI User Group (for reporting)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCI User Group",TRUE,
"C132","report_column",66,"UCI Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCI Physical Collection Usage",10,"saved_reference","savedRegularColumnRef","c7ffae2431bc46186","FY 2025-26 Loans (Not In House)","Fulfillment - FY 2025-26 Loans (Not In House)",,,"sqlExpression","""Loan"".""Loans (Not In House)""",0,229,"Fulfillment - FY 2025-26 Loans (Not In House)","Loan","FY 2025-26 Loans (Not In House)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans (Not In House)",TRUE,
"C133","report_column",67,"UCI Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCI Risk Management Report",1,"saved_reference","savedRegularColumnRef","c4f42de06c3c981e3","campus designator","campus designator",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCI SLF/campus designator",FALSE,
"C134","report_column",67,"UCI Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCI Risk Management Report",2,"inline","regularColumn","c3393832fcfb7bd4f","""Location"".""Library Name""","""Location"".""Library Name""",,,"sqlExpression","""Location"".""Library Name""",0,,,,,,,
"C135","report_column",67,"UCI Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCI Risk Management Report",3,"inline","regularColumn","c470460ecab5eb441","""Location"".""Library Code""","""Location"".""Library Code""",,,"sqlExpression","""Location"".""Library Code""",0,,,,,,,
"C136","report_column",67,"UCI Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCI Risk Management Report",4,"inline","regularColumn","caf603af9b0cd11dc","""Location"".""Location Name""","""Location"".""Location Name""",,,"sqlExpression","""Location"".""Location Name""",0,,,,,,,
"C137","report_column",67,"UCI Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCI Risk Management Report",5,"inline","regularColumn","ce5897f198b4b1081","""Location"".""Location Code""","""Location"".""Location Code""",,,"sqlExpression","""Location"".""Location Code""",0,,,,,,,
"C138","report_column",67,"UCI Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCI Risk Management Report",6,"inline","regularColumn","c3454e0b5095af659","""Bibliographic Details"".""Resource Type""","""Bibliographic Details"".""Resource Type""",,,"sqlExpression","""Bibliographic Details"".""Resource Type""",0,,,,,,,
