"dependency_index","report_catalog_index","report_title","report_path","dependency_type","dependency_name","dependency_path","resolved_catalog_index","resolved_object_title","resolved_object_kind","is_resolved"
331,238,"UCSF Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSF Physical Holdings and Titles Report","saved_column","Count of Physical Titles","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Titles",,,,FALSE
332,241,"zz_old_UCI testing updated SCA exclusion filter","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/zz_old_UCI testing updated SCA exclusion filter","saved_column","Physical - UCI Library Stats Category","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Library Stats Category",277,"Physical - UCI Library Stats Category","saved_column",TRUE
333,241,"zz_old_UCI testing updated SCA exclusion filter","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/zz_old_UCI testing updated SCA exclusion filter","saved_column","Physical - Count of Physical Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Count of Physical Holdings",262,"Physical - Count of Physical Holdings","saved_column",TRUE
334,243,"UCSD Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSD Check-Out Type Categorization Report","saved_column","UCSD Check-Out Type","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSD Check-Out Type",,,,FALSE
335,243,"UCSD Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSD Check-Out Type Categorization Report","saved_column","FY 2025-26 Loans (Not In House)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/FY 2025-26 Loans (Not In House)",,,,FALSE
336,245,"UCSD User Group Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSD User Group Categorization Report","saved_column","UCSD User Group","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSD User Group",,,,FALSE
337,247,"UCSF Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSF Check-Out Type Categorization Report","saved_column","UCSF Check-Out Type","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSF Check-Out Type",,,,FALSE
338,247,"UCSF Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSF Check-Out Type Categorization Report","saved_column","FY 2025-26 Loans (Not In House)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/FY 2025-26 Loans (Not In House)",,,,FALSE
339,248,"UCSF User Group Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSF User Group Categorization Report","saved_column","UCSF User Group","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSF User Group",,,,FALSE
340,3,"test2 UCB physical holdings and titles report (no SLF)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/test2 UCB physical holdings and titles report (no SLF)","saved_filter","Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,,,FALSE
341,3,"test2 UCB physical holdings and titles report (no SLF)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/test2 UCB physical holdings and titles report (no SLF)","saved_filter","UCB Physical Filters - locations and stats note 2 only","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCB Physical Filters - locations and stats note 2 only",,,,FALSE
342,3,"test2 UCB physical holdings and titles report (no SLF)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/test2 UCB physical holdings and titles report (no SLF)","saved_filter","UCB SCA exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCB SCA exclusions",,,,FALSE
343,10,"UCB Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCB Physical Collection Usage","saved_filter","Fulfillment - FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans",226,"Fulfillment - FY 2025-26 Loans","filter",TRUE
344,16,"UCB Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCB Risk Management Report","saved_filter","Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,,,FALSE
345,16,"UCB Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCB Risk Management Report","saved_filter","UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCB Physical Filters",,,,FALSE
346,16,"UCB Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCB Risk Management Report","saved_filter","UCB SCA exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCB SCA exclusions",,,,FALSE
347,17,"SLF Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF Physical Holdings and Titles Report","saved_filter","Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",264,"Physical - Global stats physical filters","filter",TRUE
348,17,"SLF Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF Physical Holdings and Titles Report","saved_filter","Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",271,"Physical - UCB Physical Filters","filter",TRUE
349,23,"UCB Library categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCB Library categorization report","saved_filter","Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,,,FALSE
350,23,"UCB Library categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCB Library categorization report","saved_filter","UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCB Physical Filters",,,,FALSE
351,23,"UCB Library categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCB Library categorization report","saved_filter","UCB SCA exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCB SCA exclusions",,,,FALSE
352,35,"SLF-N Added Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-N Added Physical Holdings and Titles Report","saved_filter","Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",264,"Physical - Global stats physical filters","filter",TRUE
353,35,"SLF-N Added Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-N Added Physical Holdings and Titles Report","saved_filter","Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",271,"Physical - UCB Physical Filters","filter",TRUE
354,35,"SLF-N Added Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-N Added Physical Holdings and Titles Report","saved_filter","Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions",267,"Physical - SLF-N FY 2026 accessions","filter",TRUE
355,37,"UCD Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCD Physical Collection Usage","saved_filter","Fulfillment - FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans",226,"Fulfillment - FY 2025-26 Loans","filter",TRUE
356,47,"UCD Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCD Risk Management Report","saved_filter","Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,,,FALSE
357,47,"UCD Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCD Risk Management Report","saved_filter","UCD Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCD Physical Filters",,,,FALSE
358,51,"UCB Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB Check-Out Type Categorization Report","saved_filter","FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/FY 2025-26 Loans",,,,FALSE
359,55,"UCD Library categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCD Library categorization report","saved_filter","Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,,,FALSE
360,55,"UCD Library categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCD Library categorization report","saved_filter","UCD Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCD Physical Filters",,,,FALSE
361,66,"UCI Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCI Physical Collection Usage","saved_filter","Fulfillment - FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans",226,"Fulfillment - FY 2025-26 Loans","filter",TRUE
362,67,"UCI Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCI Risk Management Report","saved_filter","Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,,,FALSE
363,67,"UCI Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCI Risk Management Report","saved_filter","UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCI Physical Filters",,,,FALSE
364,67,"UCI Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCI Risk Management Report","saved_filter","UCI SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCI SCA Exclusions",,,,FALSE
365,74,"SLF-S Added Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report","saved_filter","Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",264,"Physical - Global stats physical filters","filter",TRUE
366,74,"SLF-S Added Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report","saved_filter","Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",271,"Physical - UCB Physical Filters","filter",TRUE
367,83,"UCI Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCI Library Categorization Report","saved_filter","Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,,,FALSE
368,83,"UCI Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCI Library Categorization Report","saved_filter","UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCI Physical Filters",,,,FALSE
369,83,"UCI Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCI Library Categorization Report","saved_filter","UCI SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCI SCA Exclusions",,,,FALSE
370,89,"UCD Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCD Check-Out Type Categorization Report","saved_filter","FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/FY 2025-26 Loans",,,,FALSE
371,95,"UCLA Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCLA Risk Management Report","saved_filter","Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,,,FALSE
372,95,"UCLA Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCLA Risk Management Report","saved_filter","UCLA Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCLA Physical Filters",,,,FALSE
373,95,"UCLA Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCLA Risk Management Report","saved_filter","UCLA SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCLA SCA Exclusions",,,,FALSE
374,96,"UCLA Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCLA Physical Collection Usage","saved_filter","Fulfillment - FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans",226,"Fulfillment - FY 2025-26 Loans","filter",TRUE
375,113,"UCLA Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCLA Library Categorization Report","saved_filter","Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,,,FALSE
376,113,"UCLA Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCLA Library Categorization Report","saved_filter","UCLA Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCLA Physical Filters",,,,FALSE
377,113,"UCLA Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCLA Library Categorization Report","saved_filter","UCLA SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCLA SCA Exclusions",,,,FALSE
378,125,"UCM Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCM Risk Management Report","saved_filter","Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,,,FALSE
379,130,"UCM Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCM Physical Collection Usage","saved_filter","Fulfillment - FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans",226,"Fulfillment - FY 2025-26 Loans","filter",TRUE
380,142,"SLF-S Added Physical Holdings and Titles Report part 1","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 1","saved_filter","Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",264,"Physical - Global stats physical filters","filter",TRUE
381,142,"SLF-S Added Physical Holdings and Titles Report part 1","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 1","saved_filter","Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",271,"Physical - UCB Physical Filters","filter",TRUE
382,144,"UCR Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCR Physical Collection Usage","saved_filter","Fulfillment - FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans",226,"Fulfillment - FY 2025-26 Loans","filter",TRUE
383,148,"UCM Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCM Library Categorization Report","saved_filter","Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,,,FALSE
384,151,"UCR Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCR Risk Management Report","saved_filter","Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,,,FALSE
385,151,"UCR Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCR Risk Management Report","saved_filter","UCR Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCR Physical Filters",,,,FALSE
386,151,"UCR Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCR Risk Management Report","saved_filter","UCR SCA exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCR SCA exclusions",,,,FALSE
387,164,"UCI Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCI Check-Out Type Categorization Report","saved_filter","FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/FY 2025-26 Loans",,,,FALSE
388,166,"UCSB Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSB Physical Collection Usage","saved_filter","Fulfillment - FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans",226,"Fulfillment - FY 2025-26 Loans","filter",TRUE
389,170,"UCSB Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSB Risk Management Report","saved_filter","Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,,,FALSE
390,170,"UCSB Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSB Risk Management Report","saved_filter","UCSB Physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSB Physical filters",,,,FALSE
391,177,"UCR Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCR Library Categorization Report","saved_filter","Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,,,FALSE
392,177,"UCR Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCR Library Categorization Report","saved_filter","UCR Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCR Physical Filters",,,,FALSE
393,177,"UCR Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCR Library Categorization Report","saved_filter","UCR SCA exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCR SCA exclusions",,,,FALSE
394,181,"UCLA Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCLA Check-Out Type Categorization Report","saved_filter","FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/FY 2025-26 Loans",,,,FALSE
395,182,"UCSC Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSC Physical Collection Usage","saved_filter","Fulfillment - FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans",226,"Fulfillment - FY 2025-26 Loans","filter",TRUE
396,184,"UCSC Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSC Risk Management Report","saved_filter","Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,,,FALSE
