"rule_id","rule_type","source_type","record_scope","rule_name","rule_index","criterion_text","review_label","explanation","criterion_text_category","join_operator","value_count","report_catalog_index","report_title","report_path","report_filter_index","definition_catalog_index","definition_name","definition_path"
"F3-C28","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",11,"""Physical Item Details"".""Barcode"" between 'JS 89 829', 'JS 89 893'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C29","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",12,"""Physical Item Details"".""Barcode"" between 'KR 4 241', 'KR 4 361'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C30","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",13,"""Physical Item Details"".""Barcode"" between 'KR 8 367', 'KR 8 400'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C31","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",14,"""Physical Item Details"".""Barcode"" between 'MR 79 560', 'MR 79 999'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C32","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",15,"""Physical Item Details"".""Barcode"" between 'MR 80 000', 'MR 80 999'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C33","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",16,"""Physical Item Details"".""Barcode"" between 'MR 81 000', 'MR 81 999'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C34","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",17,"""Physical Item Details"".""Barcode"" between 'MR 82 000', 'MR 82 999'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C35","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",18,"""Physical Item Details"".""Barcode"" between 'MR 83 000', 'MR 83 999'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C36","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",19,"""Physical Item Details"".""Barcode"" between 'MR 84 000', 'MR 84 665'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C37","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",20,"""Physical Item Details"".""Barcode"" between 'Q 668', 'Q 669'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C38","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",21,"""Physical Item Details"".""Barcode"" between 'Q 670', 'Q 670'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C39","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",22,"""Physical Item Details"".""Barcode"" between 'Q 1 088', 'Q 1 095'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C40","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",23,"""Physical Item Details"".""Barcode"" between 'Q 1 098', 'Q 1 125'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C41","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",24,"""Physical Item Details"".""Barcode"" between 'Q 1 127', 'Q 1 127'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C42","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",25,"""Physical Item Details"".""Barcode"" between 'RLF50225052', 'RLF50339951'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C43","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",26,"""Physical Item Details"".""Barcode"" between 'U 193', 'U 199'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C44","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",27,"""Physical Item Details"".""Barcode"" between 'U 200', 'U 209'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C45","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",28,"""Physical Item Details"".""Barcode"" between 'U 210', 'U 219'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C46","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",29,"""Physical Item Details"".""Barcode"" between 'U 220', 'U 229'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C47","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",30,"""Physical Item Details"".""Barcode"" between 'U 230', 'U 235'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C48","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",31,"""Physical Item Details"".""Barcode"" between 'V 23 086', 'V 23 350'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C49","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",32,"""Physical Item Details"".""Barcode"" between 'W 337 560', 'W 337 999'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C50","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",33,"""Physical Item Details"".""Barcode"" between 'W 338 000', 'W 338 999'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C51","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",34,"""Physical Item Details"".""Barcode"" between 'W 339 000', 'W 339 999'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C52","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",35,"""Physical Item Details"".""Barcode"" between 'W 340 000', 'W 340 999'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C53","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",36,"""Physical Item Details"".""Barcode"" between 'W 341 000', 'W 341 999'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C54","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",37,"""Physical Item Details"".""Barcode"" between 'W 342 000', 'W 342 723'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C55","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",38,"""Physical Item Details"".""Barcode"" between 'WC 34 094', 'WC 34 999'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C56","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",39,"""Physical Item Details"".""Barcode"" between 'WC 35 000', 'WC 35 067'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C57","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",40,"""Physical Item Details"".""Barcode"" between 'X 97 126', 'X 97 999'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C58","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",41,"""Physical Item Details"".""Barcode"" between 'X 98 000', 'X 98 480'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C59","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",42,"""Physical Item Details"".""Barcode"" between 'Y 13 844', 'Y 13 930'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C60","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",43,"""Physical Item Details"".""Barcode"" between 'Z 18 811', 'Z 18 996'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C61","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",44,"""Physical Item Details"".""Barcode"" between 'Z 18 998', 'Z 18 999'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C62","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",45,"""Physical Item Details"".""Barcode"" between 'Z 19 000', 'Z 19 024'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C63","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",46,"""Physical Item Details"".""Barcode"" between 'Z 19 027', 'Z 19 027'","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F3-C64","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-N FY 2026 accessions",47,"""Physical Item Details"".""Barcode"" IN ('Z 18 798', 'Z 18 799')","","",,"or",2,,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions"
"F4-C65","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-S FY 2026 accessions",1,"""Physical Item Details"".""Lifecycle"" = 'Active'","","",,"and",1,,,,,268,"Physical - SLF-S FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-S FY 2026 accessions"
"F4-C66","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-S FY 2026 accessions",2,"""Physical Item Details"".""Barcode"" IN ('A0000020156', 'A0000020164', 'A0000021477', 'A0000031344', 'A0000038950', 'A0000043620', 'A0000045625', 'A0000050088', 'A0000076042', 'A0000094227', … (+9989 more))","","",,"or",9999,,,,,268,"Physical - SLF-S FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-S FY 2026 accessions"
"F4-C67","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-S FY 2026 accessions",3,"""Physical Item Details"".""Barcode"" IN ('A0013504139', 'A0013504154', 'A0013510979', 'A0013511241', 'A0013512744', 'A0013513155', 'A0013513163', 'A0013513254', 'A0013514146', 'A0013514542', … (+9989 more))","","",,"or",9999,,,,,268,"Physical - SLF-S FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-S FY 2026 accessions"
"F4-C68","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-S FY 2026 accessions",4,"""Physical Item Details"".""Barcode"" IN ('AX0010723435', 'AX0010723443', 'AX0010723450', 'AX0010723468', 'AX0010723476', 'AX0010723484', 'AX0010723492', 'AX0010723500', 'AX0010723518', 'AX0010723526', … (+9989 more))","","",,"or",9999,,,,,268,"Physical - SLF-S FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-S FY 2026 accessions"
"F4-C69","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-S FY 2026 accessions",5,"""Physical Item Details"".""Barcode"" IN ('AX0010823516', 'AX0010823524', 'AX0010823532', 'AX0010823540', 'AX0010823557', 'AX0010823565', 'AX0010823573', 'AX0010823581', 'AX0010823599', 'AX0010823607', … (+9989 more))","","",,"or",9999,,,,,268,"Physical - SLF-S FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-S FY 2026 accessions"
"F4-C70","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-S FY 2026 accessions",6,"""Physical Item Details"".""Barcode"" IN ('DD0004355392', 'DD0004355400', 'DD0004355418', 'DD0004355426', 'DD0004355434', 'DD0004355442', 'DD0004355459', 'DD0004355467', 'DD0004355475', 'DD0004355483', … (+9989 more))","","",,"or",9999,,,,,268,"Physical - SLF-S FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-S FY 2026 accessions"
"F4-C71","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-S FY 2026 accessions",7,"""Physical Item Details"".""Barcode"" IN ('DD0004455382', 'DD0004455390', 'DD0004455408', 'DD0004455416', 'DD0004455424', 'DD0004455432', 'DD0004455440', 'DD0004455457', 'DD0004455465', 'DD0004455473', … (+9989 more))","","",,"or",9999,,,,,268,"Physical - SLF-S FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-S FY 2026 accessions"
"F4-C72","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-S FY 2026 accessions",8,"""Physical Item Details"".""Barcode"" IN ('DD0004555389', 'DD0004555397', 'DD0004555405', 'DD0004555413', 'DD0004555421', 'DD0004555439', 'DD0004555447', 'DD0004555454', 'DD0004555462', 'DD0004555470', … (+9989 more))","","",,"or",9999,,,,,268,"Physical - SLF-S FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-S FY 2026 accessions"
"F4-C73","Filter","standalone_saved_object","standalone_saved_object","Physical - SLF-S FY 2026 accessions",9,"""Physical Item Details"".""Barcode"" IN ('DD0004655445', 'DD0004655452', 'DD0004655460', 'DD0004655478', 'DD0004655486', 'DD0004655494', 'DD0004655502', 'DD0004655510', 'DD0004655528', 'DD0004655536', … (+5271 more))","","",,"or",5281,,,,,268,"Physical - SLF-S FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-S FY 2026 accessions"
"F5-C74","Filter","standalone_saved_object","standalone_saved_object","Physical - UCB Physical Filters",1,"""Location"".""Location Code"" <> 'lis'","","",,"and",0,,,,,271,"Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters"
"F5-C75","Filter","standalone_saved_object","standalone_saved_object","Physical - UCB Physical Filters",2,"""Location"".""Location Code"" <> 'nzw'","","",,"and",0,,,,,271,"Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters"
"F5-C76","Filter","standalone_saved_object","standalone_saved_object","Physical - UCB Physical Filters",3,"""Location"".""Location Code"" <> 'zwz'","","",,"and",0,,,,,271,"Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters"
"F5-C77","Filter","standalone_saved_object","standalone_saved_object","Physical - UCB Physical Filters",4,"""Location"".""Location Code"" NOT LIKE '%zw%'","","",,"and",0,,,,,271,"Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters"
"F5-C78","Filter","standalone_saved_object","standalone_saved_object","Physical - UCB Physical Filters",5,"""Location"".""Location Name"" NOT LIKE '%ithdraw%'","","",,"and",0,,,,,271,"Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters"
"F5-C79","Filter","standalone_saved_object","standalone_saved_object","Physical - UCB Physical Filters",6,"""Location"".""Location Name"" NOT LIKE '%ITHDRAW%'","","",,"and",0,,,,,271,"Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters"
"F5-C80","Filter","standalone_saved_object","standalone_saved_object","Physical - UCB Physical Filters",7,"""Physical Item Details"".""Statistics Note 2"" IS NULL","","",,"or",0,,,,,271,"Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters"
"F5-C81","Filter","standalone_saved_object","standalone_saved_object","Physical - UCB Physical Filters",8,"""Physical Item Details"".""Statistics Note 2"" IS NOT NULL","","",,"and",0,,,,,271,"Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters"
"F5-C82","Filter","standalone_saved_object","standalone_saved_object","Physical - UCB Physical Filters",9,"""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'wds%'","","",,"and",0,,,,,271,"Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters"
"F5-C83","Filter","standalone_saved_object","standalone_saved_object","Physical - UCB Physical Filters",10,"""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'wms%'","","",,"and",0,,,,,271,"Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters"
"F5-C84","Filter","standalone_saved_object","standalone_saved_object","Physical - UCB Physical Filters",11,"""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'wor%'","","",,"and",0,,,,,271,"Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters"
"F6-C85","Filter","standalone_saved_object","standalone_saved_object","Physical - UCB SCA exclusions",1,"NOT (DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6532 AND ""Location"".""Library Code"" = 'BANC' AND ""Physical Item Details"".""Item Policy"" IN ('Other Archival Material', 'Personal Manuscript', 'UC Archival Manuscript', 'Visual Material: pictorial'))","","",,"and",0,,,,,272,"Physical - UCB SCA exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB SCA exclusions"
"F6-C86","Filter","standalone_saved_object","standalone_saved_object","Physical - UCB SCA exclusions",2,"NOT (DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6532 AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" IN ('nbtbr', 'nbtur') AND ""Physical Item Details"".""Item Policy"" IN ('Other Archival Material', 'Personal Manuscript', 'UC Archival Manuscript', 'Visual Material: pictorial'))","","",,"and",0,,,,,272,"Physical - UCB SCA exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB SCA exclusions"
"F7-C87","Filter","standalone_saved_object","standalone_saved_object","Physical - UCD Physical Filters",1,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 3126 AND ""Location"".""Library Code"" = ('NRLF'))","","",,"and",0,,,,,275,"Physical - UCD Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCD Physical Filters"
"F7-C88","Filter","standalone_saved_object","standalone_saved_object","Physical - UCD Physical Filters",2,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 3126 AND ""Location"".""Library Code"" = ('SRLF'))","","",,"and",0,,,,,275,"Physical - UCD Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCD Physical Filters"
"F7-C89","Filter","standalone_saved_object","standalone_saved_object","Physical - UCD Physical Filters",3,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 3126 AND ""Location"".""Location Code"" = ('NRLF'))","","",,"and",0,,,,,275,"Physical - UCD Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCD Physical Filters"
"F8-C90","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI Physical Filters",1,"""Location"".""Location Code"" NOT IN ('gmlml', 'gmlill', 'xlle', 'xllck', 'xllhk', 'xmllk', 'nrlf', 'srlfm', 'srlf', 'srlfr', … (+3 more))","","",,"and",13,,,,,278,"Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters"
"F8-C91","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI Physical Filters",2,"""Location"".""Location Name"" NOT IN ('zz', 'Problem location from Migration')","","",,"and",2,,,,,278,"Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters"
"F8-C92","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI Physical Filters",3,"""Library Unit"".""Library Code"" NOT IN ('AYALA', 'OCSEAA')","","",,"and",2,,,,,278,"Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters"
"F8-C93","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI Physical Filters",4,"""Location"".""Library Name"" NOT IN ('X_Do_Not_Use_Old_Orange County & Southeast Asian Archive Center', 'X_Do_Not_Use_Old_Science Library')","","",,"and",2,,,,,278,"Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters"
"F8-C94","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI Physical Filters",5,"""Physical Item Details"".""Statistics Note 2"" IS NULL","","",,"or",0,,,,,278,"Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters"
