"catalog_index","source_file_name","object_title","object_kind","xml_root_name","closest_folder","closest_level_object","original_path","object_signature","subject_area","owner_id","creator_id","item_type_code","created_year","created_month","created_day","created_hour","created_minute","created_second","web_catalog_build","web_catalog_description"
227,"Annual Stats FY 2025-2026.catalog","UCR Physical Holdings and Titles Report","report","report","Physical","Physical","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCR Physical Holdings and Titles Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,1,18,34,1,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
228,"Annual Stats FY 2025-2026.catalog","UCSB Check-Out Type Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSB Check-Out Type Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,15,18,42,42,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
229,"Annual Stats FY 2025-2026.catalog","Fulfillment - FY 2025-26 Loans (Not In House)","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans (Not In House)","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,13,21,56,17,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
230,"Annual Stats FY 2025-2026.catalog","UCSB Physical Holdings and Titles Report","report","report","Physical","Physical","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSB Physical Holdings and Titles Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,1,18,44,44,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
231,"Annual Stats FY 2025-2026.catalog","UCSB User Group Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSB User Group Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,7,23,2,43,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
232,"Annual Stats FY 2025-2026.catalog","UCSC Physical Holdings and Titles Report","report","report","Physical","Physical","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSC Physical Holdings and Titles Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,1,18,27,11,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
233,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCB Check-Out Type","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCB Check-Out Type","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,13,17,56,39,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",""
234,"Annual Stats FY 2025-2026.catalog","UCSD Physical Holdings and Titles Report","report","report","Physical","Physical","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSD Physical Holdings and Titles Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,1,18,33,59,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
235,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCB User Group","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCB User Group","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,7,23,21,23,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",""
236,"Annual Stats FY 2025-2026.catalog","UCSC Check-Out Type Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSC Check-Out Type Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,13,17,23,31,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
237,"Annual Stats FY 2025-2026.catalog","UCSC User Group Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSC User Group Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,7,22,51,23,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
238,"Annual Stats FY 2025-2026.catalog","UCSF Physical Holdings and Titles Report","report","report","Physical","Physical","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCSF Physical Holdings and Titles Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,1,18,39,44,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
239,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCD Check-Out Type","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCD Check-Out Type","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,13,17,15,16,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
240,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCD User Group","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCD User Group","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,6,22,6,41,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
241,"Annual Stats FY 2025-2026.catalog","zz_old_UCI testing updated SCA exclusion filter","report","report","Physical","Physical","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/zz_old_UCI testing updated SCA exclusion filter","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,7,1,6,41,5,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",
242,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCI Check-Out Type","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCI Check-Out Type","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,9,22,36,39,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
243,"Annual Stats FY 2025-2026.catalog","UCSD Check-Out Type Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSD Check-Out Type Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,13,17,29,33,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
244,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCI User Group","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCI User Group","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,7,23,22,39,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
245,"Annual Stats FY 2025-2026.catalog","UCSD User Group Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSD User Group Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,7,22,59,17,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
246,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCLA Check-Out Type","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCLA Check-Out Type","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,13,17,58,11,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
247,"Annual Stats FY 2025-2026.catalog","UCSF Check-Out Type Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSF Check-Out Type Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,13,17,40,19,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
248,"Annual Stats FY 2025-2026.catalog","UCSF User Group Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSF User Group Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,7,23,3,27,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
249,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCLA User Group","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCLA User Group","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,7,22,52,45,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
250,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCM Check-Out Type","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCM Check-Out Type","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,9,22,14,34,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
251,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCM User Group","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCM User Group","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,6,21,57,44,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
252,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCR Check-Out Type","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCR Check-Out Type","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,9,22,50,31,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
253,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCR User Group","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCR User Group","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,6,21,34,7,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
254,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCSB Check-Out Type","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCSB Check-Out Type","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,15,18,42,15,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
255,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCSB User Group","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCSB User Group","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,7,23,23,30,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
256,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCSC Check-Out Type","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCSC Check-Out Type","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,13,17,23,11,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
257,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCSC User Group","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCSC User Group","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,7,22,50,59,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
258,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCSD Check-Out Type","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCSD Check-Out Type","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,13,17,29,15,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
259,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCSD User Group","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCSD User Group","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,7,22,57,55,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
260,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCSF Check-Out Type","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCSF Check-Out Type","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,13,17,39,53,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
261,"Annual Stats FY 2025-2026.catalog","Fulfillment - UCSF User Group","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - UCSF User Group","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,7,23,2,38,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
262,"Annual Stats FY 2025-2026.catalog","Physical - Count of Physical Holdings","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Count of Physical Holdings","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,1,21,38,38,"22.4.0.0.4 (Build BIPS-20251201174826.81 )","COUNT(DISTINCT) of Physical Item ID, for reporting physical holdings counts"
263,"Annual Stats FY 2025-2026.catalog","Physical - Count of Physical Titles","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Count of Physical Titles","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,1,21,39,19,"22.4.0.0.4 (Build BIPS-20251201174826.81 )","COUNT(DISTINCT) of Physical Item MMS ID, for reporting physical titles counts"
264,"Annual Stats FY 2025-2026.catalog","Physical - Global stats physical filters","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters","filteritem1","Physical Items","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,1,27,0,10,39,"22.4.0.0.4 (Build BIPS-20250811150234.74 )",
265,"Annual Stats FY 2025-2026.catalog","Physical - Holdings Added Year","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Holdings Added Year","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,2,3,19,57,58,"22.4.0.0.4 (Build BIPS-20251201174826.81 )","for use with non-host campuses"
266,"Annual Stats FY 2025-2026.catalog","Physical - SLF Depositor","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF Depositor","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,22,22,45,43,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",""
267,"Annual Stats FY 2025-2026.catalog","Physical - SLF-N FY 2026 accessions","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions","filteritem1","Physical Items","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",,4,2026,6,30,19,29,16,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",
268,"Annual Stats FY 2025-2026.catalog","Physical - SLF-S FY 2026 accessions","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-S FY 2026 accessions","filteritem1","Physical Items","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,7,1,22,47,49,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",
269,"Annual Stats FY 2025-2026.catalog","Physical - Systemwide Library Facility","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Systemwide Library Facility","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,22,22,46,33,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
270,"Annual Stats FY 2025-2026.catalog","Physical - UCB Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Library Stats Category","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,1,16,1,24,26,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
271,"Annual Stats FY 2025-2026.catalog","Physical - UCB Physical Filters","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters","filteritem1","Physical Items","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,1,13,1,13,59,"22.4.0.0.4 (Build BIPS-20250811150234.74 )",
272,"Annual Stats FY 2025-2026.catalog","Physical - UCB SCA exclusions","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB SCA exclusions","filteritem1","Physical Items","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,2,19,0,37,43,"22.4.0.0.4 (Build BIPS-20251201174826.81 )","UC Berkeley criteria for identifying special collections and archives materials that will be reported as non-ILS data (excluded from NZ reporting so they aren't double-counted)"
273,"Annual Stats FY 2025-2026.catalog","Physical - UCB SLF/Campus designator","saved_column","savedColumnObject","Physical - UCB SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB SLF/Campus designator","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,1,14,23,10,28,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
274,"Annual Stats FY 2025-2026.catalog","Physical - UCD Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCD Library Stats Category","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,1,21,6,14,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
275,"Annual Stats FY 2025-2026.catalog","Physical - UCD Physical Filters","filter","savedFilterObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCD Physical Filters","filteritem1","Physical Items","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,12,21,15,5,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
276,"Annual Stats FY 2025-2026.catalog","Physical - UCD SLF/campus designator","saved_column","savedColumnObject","Physical - UCD SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCD SLF/campus designator","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,26,18,33,8,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
