"catalog_index","source_file_name","object_title","object_kind","xml_root_name","closest_folder","closest_level_object","original_path","object_signature","subject_area","owner_id","creator_id","item_type_code","created_year","created_month","created_day","created_hour","created_minute","created_second","web_catalog_build","web_catalog_description"
121,"Annual Stats FY 2025-2026.catalog","Fulfillment - User Groups","dashboard_page","dashboardPage","UCSC preparation review reports dashboard","UCSC preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCSC preparation review reports dashboard/Fulfillment - User Groups","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,21,22,7,28,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
122,"Annual Stats FY 2025-2026.catalog","Physical Items - Library Categories","dashboard_page","dashboardPage","UCD preparation review reports dashboard","UCD preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCD preparation review reports dashboard/Physical Items - Library Categories","dashboardpageitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,7,21,34,56,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
123,"Annual Stats FY 2025-2026.catalog","UCLA eResources Library Categorization Report","report","report","Electronic preparation review reports","Electronic preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCLA eResources Library Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,27,21,18,23,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
124,"Annual Stats FY 2025-2026.catalog","UCLA eResources Comparison Report","report","report","eResources Comparison","eResources Comparison","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCLA eResources Comparison Report","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,9,17,8,17,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
125,"Annual Stats FY 2025-2026.catalog","UCM Risk Management Report","report","report","Risk Management","Risk Management","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCM Risk Management Report","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,9,15,39,59,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
126,"Annual Stats FY 2025-2026.catalog","Physical Items - Library Categories","dashboard_page","dashboardPage","UCI preparation review reports dashboard","UCI preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCI preparation review reports dashboard/Physical Items - Library Categories","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,12,22,6,20,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
127,"Annual Stats FY 2025-2026.catalog","Physical Items - Library Categories","dashboard_page","dashboardPage","UCM preparation review reports dashboard","UCM preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCM preparation review reports dashboard/Physical Items - Library Categories","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,12,22,21,46,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
128,"Annual Stats FY 2025-2026.catalog","Physical Items - Library Categories","dashboard_page","dashboardPage","UCSD preparation review reports dashboard","UCSD preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCSD preparation review reports dashboard/Physical Items - Library Categories","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,21,22,9,13,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
129,"Annual Stats FY 2025-2026.catalog","UCSB - Physical Usage (details)","dashboard_page","dashboardPage","UCSB FY 2025-26 annual statistics NZ-level output","UCSB FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCSB FY 2025-26 annual statistics NZ-level output/UCSB - Physical Usage (details)","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,18,14,49,55,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
130,"Annual Stats FY 2025-2026.catalog","UCM Physical Collection Usage","report","report","Physical Collection Usage","Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCM Physical Collection Usage","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,11,4,31,11,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
131,"Annual Stats FY 2025-2026.catalog","UCI","dashboard_page","dashboardPage","All campus - Electronic Holdings and Titles reports (for troubleshooting)","All campus - Electronic Holdings and Titles reports (for troubleshooting)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/All campus - Electronic Holdings and Titles reports (for troubleshooting)/UCI","dashboardpageitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,4,22,56,4,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
132,"Annual Stats FY 2025-2026.catalog","UCB - Physical (details)","dashboard_page","dashboardPage","UCB FY 2025-26 annual statistics NZ-level output","UCB FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCB FY 2025-26 annual statistics NZ-level output/UCB - Physical (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,21,33,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
133,"Annual Stats FY 2025-2026.catalog","UCD - Physical (details)","dashboard_page","dashboardPage","UCD FY 2025-26 annual statistics NZ-level output","UCD FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCD FY 2025-26 annual statistics NZ-level output/UCD - Physical (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,32,26,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
134,"Annual Stats FY 2025-2026.catalog","UCI - Physical Usage (details)","dashboard_page","dashboardPage","UCI FY 2025-26 annual statistics NZ-level output","UCI FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCI FY 2025-26 annual statistics NZ-level output/UCI - Physical Usage (details)","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,22,34,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
135,"Annual Stats FY 2025-2026.catalog","UCR - Physical Usage (details)","dashboard_page","dashboardPage","UCR FY 2025-26 annual statistics NZ-level output","UCR FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCR FY 2025-26 annual statistics NZ-level output/UCR - Physical Usage (details)","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,45,52,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
136,"Annual Stats FY 2025-2026.catalog","UCLA - Physical (details)","dashboard_page","dashboardPage","UCLA FY 2025-26 annual statistics NZ-level output","UCLA FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCLA FY 2025-26 annual statistics NZ-level output/UCLA - Physical (details)","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,35,36,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
137,"Annual Stats FY 2025-2026.catalog","UCSC - Physical Usage (details)","dashboard_page","dashboardPage","UCSC FY 2025-26 annual statistics NZ-level output","UCSC FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCSC FY 2025-26 annual statistics NZ-level output/UCSC - Physical Usage (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,42,49,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
138,"Annual Stats FY 2025-2026.catalog","UCSF - Physical (details)","dashboard_page","dashboardPage","UCSF FY 2025-26 annual statistics NZ-level output","UCSF FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCSF FY 2025-26 annual statistics NZ-level output/UCSF - Physical (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,22,37,36,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
139,"Annual Stats FY 2025-2026.catalog","UCSD - Physical (details)","dashboard_page","dashboardPage","UCSD FY 2025-26 annual statistics NZ-level output","UCSD FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCSD FY 2025-26 annual statistics NZ-level output/UCSD - Physical (details)","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,22,27,59,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
140,"Annual Stats FY 2025-2026.catalog","Fulfillment - User Groups","dashboard_page","dashboardPage","UCR preparation review reports dashboard","UCR preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCR preparation review reports dashboard/Fulfillment - User Groups","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,12,22,35,35,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
141,"Annual Stats FY 2025-2026.catalog","UCM - Physical Usage (details)","dashboard_page","dashboardPage","UCM FY 2025-26 annual statistics NZ-level output","UCM FY 2025-26 annual statistics NZ-level output","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/UCM FY 2025-26 annual statistics NZ-level output/UCM - Physical Usage (details)","dashboardpageitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,17,17,39,29,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
142,"Annual Stats FY 2025-2026.catalog","SLF-S Added Physical Holdings and Titles Report part 1","report","report","Physical","Physical","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 1","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,7,2,1,11,12,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",
143,"Annual Stats FY 2025-2026.catalog","Electronic - UCLA eResources Managed By designator","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - UCLA eResources Managed By designator","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,20,22,29,21,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
144,"Annual Stats FY 2025-2026.catalog","UCR Physical Collection Usage","report","report","Physical Collection Usage","Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCR Physical Collection Usage","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,11,17,18,50,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
145,"Annual Stats FY 2025-2026.catalog","UCM eResources Comparison Report","report","report","eResources Comparison","eResources Comparison","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCM eResources Comparison Report","queryitem1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,9,17,20,45,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
146,"Annual Stats FY 2025-2026.catalog","Physical Items - Library Categories","dashboard_page","dashboardPage","UCSF preparation review reports dashboard","UCSF preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCSF preparation review reports dashboard/Physical Items - Library Categories","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,14,17,30,41,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
147,"Annual Stats FY 2025-2026.catalog","Physical Items - Library Categories","dashboard_page","dashboardPage","UCSC preparation review reports dashboard","UCSC preparation review reports dashboard","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/UCSC preparation review reports dashboard/Physical Items - Library Categories","dashboardpageitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,5,21,22,6,19,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
