"filter_record_id","record_scope","report_catalog_index","report_title","report_subject_area","report_path","filter_index","group_path","nesting_level","join_operator","filter_source","expression_type","operator","field","filter_text","value_count","value_preview","definition_catalog_index","definition_name","definition_path","rule_count","is_resolved","is_referenced"
"F294","report_filter",248,"UCSF User Group Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCSF User Group Categorization Report",1,"1",1,,"inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 6536",1,"6536",,,,1,,
"F295","standalone_saved_object",,,,,,,,,"standalone_saved_object","comparison","between",,,,,226,"Fulfillment - FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans",1,TRUE,TRUE
"F296","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","and",,,,,264,"Physical - Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Global stats physical filters",16,TRUE,TRUE
"F297","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","and",,,,,267,"Physical - SLF-N FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-N FY 2026 accessions",47,TRUE,TRUE
"F298","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","and",,,,,268,"Physical - SLF-S FY 2026 accessions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF-S FY 2026 accessions",9,TRUE,FALSE
"F299","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","and",,,,,271,"Physical - UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB Physical Filters",11,TRUE,TRUE
"F300","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","and",,,,,272,"Physical - UCB SCA exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCB SCA exclusions",2,TRUE,FALSE
"F301","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","and",,,,,275,"Physical - UCD Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCD Physical Filters",3,TRUE,FALSE
"F302","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","and",,,,,278,"Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters",12,TRUE,TRUE
"F303","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","or",,,,,279,"Physical - UCI SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI SCA Exclusions",4,TRUE,FALSE
"F304","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","and",,,,,282,"Physical - UCLA Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCLA Physical Filters",4,TRUE,FALSE
"F305","standalone_saved_object",,,,,,,,,"standalone_saved_object","sql",,,,,,283,"Physical - UCLA SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCLA SCA Exclusions",1,TRUE,FALSE
"F306","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","and",,,,,288,"Physical - UCR Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCR Physical Filters",3,TRUE,FALSE
"F307","standalone_saved_object",,,,,,,,,"standalone_saved_object","sql",,,,,,289,"Physical - UCR SCA exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCR SCA exclusions",1,TRUE,FALSE
"F308","standalone_saved_object",,,,,,,,,"standalone_saved_object","comparison","notEqual",,,,,292,"Physical - UCSB Physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSB Physical filters",1,TRUE,FALSE
"F309","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","and",,,,,295,"Physical - UCSC Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSC Physical Filters",2,TRUE,FALSE
"F310","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","and",,,,,296,"Physical - UCSC SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSC SCA Exclusions",2,TRUE,FALSE
"F311","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","and",,,,,299,"Physical - UCSD Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD Physical Filters",2,TRUE,TRUE
"F312","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","and",,,,,300,"Physical - UCSD SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD SCA Exclusions",4,TRUE,TRUE
"F313","standalone_saved_object",,,,,,,,,"standalone_saved_object","comparison","notEqual",,,,,303,"Physical - UCSF Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSF Physical Filters",1,TRUE,FALSE
"F314","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","and",,,,,306,"TEST REDO Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/TEST REDO Physical - UCI Physical Filters",12,TRUE,FALSE
"F315","standalone_saved_object",,,,,,,,,"standalone_saved_object","logical","and",,,,,307,"zz_old_Physical - UCI SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/zz_old_Physical - UCI SCA Exclusions",2,TRUE,FALSE
